# VERSION 10104 -- Thu Aug 27 17:55:27 2009 UTC -- created by woosley on banzai.ucolick.org from file /data/woosley/banzai/u/woosley/cdef/fudgc#t8eq65
  grid    cell outer total mass        cell outer radius      cell outer velocity             cell density         cell temperature            cell pressure     cell specific energy    cell specific entropy    cell angular velocity               cell A_bar                 cell Y_e       stability   NETWORK                 neutrons                       H1                      He3                      He4                      C12                      N14                      O16                     Ne20                     Mg24                     Si28                      S32                     Ar36                     Ca40                     Ti44                     Cr48                     Fe52                     Fe54                     Ni56                     Fe56                     'Fe'
  37:    3.9585013844433089E+31   1.5668455740931230E+07   4.7008439216875793E+01   2.3694897501794739E+09   6.1811466839038432E+08   1.5336831482421232E+27   1.7232551104909445E+18   8.7868456563152231E-01   0.0000000000000000E+00   1.3742429717511252E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6055599417847447E-11   4.9641039011207749E-01   0.0000000000000000E+00   4.9764240977082891E-01   5.9223415852470412E-03   2.4853705876022636E-05   4.7999039947480036E-09   1.7641752068286426E-15   4.1923441095823657E-23   2.1137851769187156E-32   2.2347054225895488E-43   3.1786460085971578E-56   3.1580414583337013E-70   0.0000000000000000E+00   2.0333919574418384E-87                      ---                      ---
  38:    4.3903886984728140E+31   1.6242166508328747E+07   4.8713122667890268E+01   2.3529366692248764E+09   6.1553857135344172E+08   1.5193373187099847E+27   1.7187226648392696E+18   8.7879433433140475E-01   0.0000000000000000E+00   1.3742417922026203E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.4901022746095275E-11   4.9641188987151880E-01   0.0000000000000000E+00   4.9764339866532586E-01   5.9198655546217069E-03   2.4841089661486435E-05   4.7939601971476723E-09   1.7611891720167867E-15   4.1826938208819277E-23   2.1077860414250083E-32   2.2270930133458863E-43   3.1665907754679608E-56   3.1464095544544140E-70   0.0000000000000000E+00   2.0267219135755789E-87                      ---                      ---
  39:    4.8630558330374140E+31   1.6831066357737958E+07   5.0462960801847260E+01   2.3354194735629597E+09   6.1280455725641000E+08   1.5041930667599049E+27   1.7139032765422676E+18   8.7891159258898932E-01   0.0000000000000000E+00   1.3742405519786818E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.3712359857998728E-11   4.9641346678685561E-01   0.0000000000000000E+00   4.9764443838181427E-01   5.9172622423200273E-03   2.4827777527822913E-05   4.7877589166147023E-09   1.7580702509146065E-15   4.1726403117298469E-23   2.1015447679382153E-32   2.2191943136301248E-43   3.1541015269788258E-56   3.1343136755138961E-70   0.0000000000000000E+00   2.0197287041984210E-87                      ---                      ---
  40:    5.3757843040777123E+31   1.7431038837950345E+07   5.2245610366192786E+01   2.3170411848362384E+09   6.0992737277385187E+08   1.4883456192399087E+27   1.7088212921565100E+18   8.7903584755436959E-01   0.0000000000000000E+00   1.3742392608228865E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.2503379738120298E-11   4.9641510847050779E-01   0.0000000000000000E+00   4.9764552074672369E-01   5.9145521099361826E-03   2.4813868965203485E-05   4.7813528430628811E-09   1.7548445193313904E-15   4.1622690555231655E-23   2.0951145552657803E-32   2.2110766980770556E-43   3.1412820448570066E-56   3.1218458719929606E-70   0.0000000000000000E+00   2.0124570364360483E-87                      ---                      ---
  41:    5.9270588244899706E+31   1.8037974313670058E+07   5.4048753448475615E+01   2.2979201168612275E+09   6.0692428130806506E+08   1.4719027510275410E+27   1.7035056252395643E+18   8.7916648803761577E-01   0.0000000000000000E+00   1.3742379293781116E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.1288175407121403E-11   4.9641680139116579E-01   0.0000000000000000E+00   4.9764663683423377E-01   5.9117575036518434E-03   2.4799474852284756E-05   4.7747972381609904E-09   1.7515394737548984E-15   4.1516689634782925E-23   2.0885503236671201E-32   2.2028086918831189E-43   3.1282366128403902E-56   3.1090995419442344E-70   0.0000000000000000E+00   2.0049537276370594E-87                      ---                      ---
  42:    6.5145456094108000E+31   1.8647823997195538E+07   5.5860263855973507E+01   2.2781875556697350E+09   6.0381476065160561E+08   1.4549824978647552E+27   1.6979892989240371E+18   8.7930279108919196E-01   0.0000000000000000E+00   1.3742365688517141E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0080604078122604E-11   4.9641853129945934E-01   0.0000000000000000E+00   4.9764777724718190E-01   5.9089019510537395E-03   2.4784714065469147E-05   4.7681481833221497E-09   1.7481831684171579E-15   4.1409296312369917E-23   2.0819070437183140E-32   2.1944579805323456E-43   3.1150672275323346E-56   3.0961671479551037E-70   0.0000000000000000E+00   1.9972667260415315E-87                      ---                      ---
  43:    7.1350988737330512E+31   1.9256645413250718E+07   5.7668346818800238E+01   2.2579851506332059E+09   6.0062015041893196E+08   1.4377106505799734E+27   1.6923088951899535E+18   8.7944393108184615E-01   0.0000000000000000E+00   1.3742351906878252E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.8893767474859534E-11   4.9642028364459823E-01   0.0000000000000000E+00   4.9764893239186719E-01   5.9060094731476290E-03   2.4769710021423864E-05   4.7614610157899524E-09   1.7448034360331489E-15   4.1301389412221349E-23   2.0752383155417389E-32   2.1860898061467756E-43   3.1018715004589259E-56   3.0831385476011002E-70   0.0000000000000000E+00   1.9894444099241173E-87                      ---                      ---
  44:    7.7847971902777501E+31   1.9860641631338850E+07   5.9461658719960326E+01   2.2374620765630918E+09   5.9736325526154220E+08   1.4202180983228286E+27   1.6865039171030623E+18   8.7958899140526381E-01   0.0000000000000000E+00   1.3742338062639345E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.7739566421123004E-11   4.9642204396015771E-01   0.0000000000000000E+00   4.9765009273235872E-01   5.9031039476043620E-03   2.4754587339790472E-05   4.7547890173938555E-09   1.7414272246818300E-15   4.1193811046877354E-23   2.0685952402652132E-32   2.1777657744826765E-43   3.0887412336214165E-56   3.0700998969317312E-70   0.0000000000000000E+00   1.9815351333303417E-87                      ---                      ---
  45:    8.4590098686623695E+31   2.0456196115033653E+07   6.1229412657574365E+01   2.2167720363245249E+09   5.9406791166987813E+08   1.4026380944673851E+27   1.6806160737045094E+18   8.7973697878802160E-01   0.0000000000000000E+00   1.3742324266240979E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.6628355042290835E-11   4.9642379820331517E-01   0.0000000000000000E+00   4.9765124901397800E-01   5.9002085491090253E-03   2.4739468776322882E-05   4.7481823837559818E-09   1.7380800660625795E-15   4.1087351666816063E-23   2.0620255868093636E-32   2.1695430463520167E-43   3.0757615748768717E-56   3.0571330197350590E-70   0.0000000000000000E+00   1.9735869521460294E-87                      ---                      ---
  46:    9.1524919059324317E+31   2.1039904469862662E+07   6.2961473529689670E+01   2.1960701821185141E+09   5.9075852805710578E+08   1.3851035228507025E+27   1.6746885012711465E+18   8.7988684012922813E-01   0.0000000000000000E+00   1.3742310622560238E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.5568709151807387E-11   4.9642553303832110E-01   0.0000000000000000E+00   4.9765239244990500E-01   5.8973452819737170E-03   2.4724472533253611E-05   4.7416874702162346E-09   1.7347856754438217E-15   4.0982739484736123E-23   2.0555732276472821E-32   2.1614738535319417E-43   3.0630106168040987E-56   3.0443151012458488E-70   0.0000000000000000E+00   1.9656474478232351E-87                      ---                      ---
  47:    9.8595044599930061E+31   2.1608603817344669E+07   6.4648444971618005E+01   2.1755100395442977E+09   5.8745960953290021E+08   1.3677442428121133E+27   1.6687649385493755E+18   8.8003748157746331E-01   0.0000000000000000E+00   1.3742297229141467E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.4567311732361697E-11   4.9642723606150485E-01   0.0000000000000000E+00   4.9765351486916543E-01   5.8945346094007103E-03   2.4709710004601658E-05   4.7353462856580301E-09   1.7315656714832516E-15   4.0880633661931327E-23   2.0492777970771830E-32   2.1536052605648572E-43   3.0505592877955266E-56   3.0317185574520870E-70   0.0000000000000000E+00   1.9577635643952687E-87                      ---                      ---
  48:    1.0573956320148394E+32   2.2159400035155769E+07   6.6281749042797287E+01   2.1552405208202939E+09   5.8419528009268463E+08   1.3506845885325142E+27   1.6628888770536325E+18   8.8018778944307230E-01   0.0000000000000000E+00   1.3742284174870324E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.3628948079230323E-11   4.9642889596992879E-01   0.0000000000000000E+00   4.9765460882742835E-01   5.8917951758325933E-03   2.4695283974171878E-05   4.7291961921737483E-09   1.7284393974709428E-15   4.0781620488587414E-23   2.0431745187374686E-32   2.1459790933437796E-43   3.0384713986028481E-56   3.0194109516023691E-70   0.0000000000000000E+00   1.9499813889592683E-87                      ---                      ---
  49:    1.1289560604909510E+32   2.2689692707209401E+07   6.7853698284178890E+01   2.1354031116601272E+09   5.8098881572891355E+08   1.3340410914619281E+27   1.6571027102054828E+18   8.8033665238691650E-01   0.0000000000000000E+00   1.3742271539047650E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.2756594886631837E-11   4.9643050267920508E-01   0.0000000000000000E+00   4.9765566768428460E-01   5.8891436132215112E-03   2.4681287251491991E-05   4.7232697640049117E-09   1.7254238229518276E-15   4.0686211774332922E-23   2.0372941510962962E-32   2.1386319657310524E-43   3.0268037374229666E-56   3.0074548640887796E-70   0.0000000000000000E+00   1.9423458288372679E-87                      ---                      ---
  50:    1.1999999999999980E+32   2.3197197331511736E+07   6.9357559037430889E+01   2.1161293103289676E+09   5.7786220212843943E+08   1.3179204846641979E+27   1.6514469066712131E+18   8.8048298420705629E-01   0.0000000000000000E+00   1.3742259390804961E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.1951582127900007E-11   4.9643204739788155E-01   0.0000000000000000E+00   4.9765668565191701E-01   5.8865944189360848E-03   2.4667801708078436E-05   4.7175947616567883E-09   1.7225335053702094E-15   4.0594844752594091E-23   2.0316630076663524E-32   2.1315953519872795E-43   3.0156061429387037E-56   2.9959076618151961E-70   0.0000000000000000E+00   1.9349001650612294E-87                      ---                      ---
  51:    1.2699093329921292E+32   2.3679964138518609E+07   7.0787604124129032E+01   2.0975383877819684E+09   5.7483573011579013E+08   1.3024180354991148E+27   1.6459592336890419E+18   8.8062574645657432E-01   0.0000000000000000E+00   1.3742247788801263E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.1213804400641272E-11   4.9643352266604546E-01   0.0000000000000000E+00   4.9765765782022425E-01   5.8841598926452094E-03   2.4654897666227580E-05   4.7121941852403592E-09   1.7197805948562532E-15   4.0507882966973036E-23   2.0263030208679776E-32   2.1248956725595656E-43   3.0049215224225343E-56   2.9848211535452668E-70   0.0000000000000000E+00   1.9276854887055620E-87                      ---                      ---
  52:    1.3389094018350411E+32   2.4141759463448059E+07   7.2155041654996651E+01   2.0796304621072490E+09   5.7191044859044790E+08   1.2875290135893447E+27   1.6406427765529300E+18   8.8076479008627961E-01   0.0000000000000000E+00   1.3742236715723061E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.0537965862575462E-11   4.9643493068416034E-01   0.0000000000000000E+00   4.9765858564490695E-01   5.8818363926286827E-03   2.4642560699205522E-05   4.7070560229554259E-09   1.7171593826451135E-15   4.0425128845814690E-23   2.0212016902960007E-32   2.1185166893933025E-43   2.9947255719974843E-56   2.9741782688525591E-70   0.0000000000000000E+00   1.9206987688508355E-87                      ---                      ---
  53:    1.4072171717118605E+32   2.4585783277154546E+07   7.3469390564610222E+01   2.0623051612982974E+09   5.6907089291134179E+08   1.2731656278943272E+27   1.6354704984093581E+18   8.8090076006620255E-01   0.0000000000000000E+00   1.3742226094985764E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   9.9157295907686708E-12   4.9643628118958738E-01   0.0000000000000000E+00   4.9765947554715084E-01   5.8796078417462433E-03   2.4630709447436226E-05   4.7021415651124915E-09   1.7146504648455581E-15   4.0345956493503101E-23   2.0163202197220158E-32   2.1124095210570483E-43   2.9849418034675549E-56   2.9639062803375580E-70   0.0000000000000000E+00   1.9138992147710577E-87                      ---                      ---
  54:    1.4750432780659248E+32   2.5014794625364851E+07   7.4738854192949034E+01   2.0454738449601145E+09   5.6630329989835405E+08   1.2592508232065483E+27   1.6304182018521411E+18   8.8103424195320068E-01   0.0000000000000000E+00   1.3742215860192529E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   9.3401399270490211E-12   4.9643758262444670E-01   0.0000000000000000E+00   4.9766033309357766E-01   5.8774603022011696E-03   2.4619273005884314E-05   4.6974175923981934E-09   1.7122371598090723E-15   4.0269829344765045E-23   2.0116253848983791E-32   2.1065323821838471E-43   2.9755047722411579E-56   2.9539423781278713E-70   0.0000000000000000E+00   1.9072509517023502E-87                      ---                      ---
  55:    1.5425939774471797E+32   2.5431205757314865E+07   7.5970600417127372E+01   2.0290572669893501E+09   5.6359526185556030E+08   1.2457161668651641E+27   1.6254639403662129E+18   8.8116577497070003E-01   0.0000000000000000E+00   1.3742205953107410E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   8.8053521486613377E-12   4.9643884239330588E-01   0.0000000000000000E+00   4.9766116316629266E-01   5.8753815498516857E-03   2.4608188878330137E-05   4.6928552455461506E-09   1.7099049495552293E-15   4.0196281590762326E-23   2.0070883645104451E-32   2.1008490686389966E-43   2.9663576693847273E-56   2.9442314604877190E-70   0.0000000000000000E+00   1.9007218820093199E-87                      ---                      ---
  56:    1.6100730319096502E+32   2.5837154241391089E+07   7.7170976422463568E+01   2.0129837326127000E+09   5.6093545210587955E+08   1.2325001898393174E+27   1.6205875492171960E+18   8.8129586257258907E-01   0.0000000000000000E+00   1.3742196322066329E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   8.3064237628708061E-12   4.9644006706519772E-01   0.0000000000000000E+00   4.9766197009618418E-01   5.8733607405086416E-03   2.4597401363096907E-05   4.6884291514191448E-09   1.7076410471918205E-15   4.0124903859540799E-23   2.0026838411084282E-32   2.0953277979961356E-43   2.9574504847843114E-56   2.9347244420256537E-70   0.0000000000000000E+00   1.8942828037161393E-87                      ---                      ---
  57:    1.6776835556955623E+32   2.6234559301332608E+07   7.8345676364962060E+01   1.9971876171890814E+09   5.5831340266166270E+08   1.2195470610252394E+27   1.6157702631094856E+18   8.8142498120155000E-01   0.0000000000000000E+00   1.3742186920712417E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   7.8391516289147933E-12   4.9644126253441123E-01   0.0000000000000000E+00   4.9766275776901020E-01   5.8713881443520060E-03   2.4586860259966193E-05   4.6841167367376370E-09   1.7054340566278413E-15   4.0055331998795201E-23   1.9983892983256283E-32   2.0899403068269126E-43   2.9487385804319195E-56   2.9253769321695139E-70   0.0000000000000000E+00   1.8879067121880698E-87                      ---                      ---
  58:    1.7456298521421902E+32   2.6625166656634189E+07   7.9499874746372015E+01   1.9816081537589254E+09   5.5571932041693819E+08   1.2068055098654733E+27   1.6109943976023580E+18   8.8155358774505732E-01   0.0000000000000000E+00   1.3742177706973939E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   7.3999436044252351E-12   4.9644243415043743E-01   0.0000000000000000E+00   4.9766352971112637E-01   5.8694549313095101E-03   2.4576519818481865E-05   4.6798976807682534E-09   1.7032737006880314E-15   3.9987238148536625E-23   1.9941844625784083E-32   2.0846611359899596E-43   2.9401815619972133E-56   2.9161481814796089E-70   0.0000000000000000E+00   1.8815682330781698E-87                      ---                      ---
  59:    1.8141192685407427E+32   2.7010584877894107E+07   8.0638334570353621E+01   1.9661884225854797E+09   5.5314393205200958E+08   1.1942279364989508E+27   1.6062430776533819E+18   8.8168212605461771E-01   0.0000000000000000E+00   1.3742168642225300E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   6.9857165198635920E-12   4.9644358682463652E-01   0.0000000000000000E+00   4.9766428915985006E-01   5.8675529948943967E-03   2.4566337869127802E-05   4.6757534719845482E-09   1.7011506004387028E-15   3.9920323521892735E-23   1.9900508522544052E-32   2.0794670550472933E-43   2.9317423696355900E-56   2.9070002232893378E-70   0.0000000000000000E+00   1.8752431495544522E-87                      ---                      ---
  60:    1.8833640970564785E+32   2.7392315418168969E+07   8.1765496416770077E+01   1.9508744937627432E+09   5.5057835042210269E+08   1.1817696650462523E+27   1.6015000009864456E+18   8.8181103280517370E-01   0.0000000000000000E+00   1.3742159690588272E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   6.5938145081610608E-12   4.9644472511908722E-01   0.0000000000000000E+00   4.9766503912206472E-01   5.8656748054814484E-03   2.4556275095057865E-05   4.6716670436627172E-09   1.6990560934178791E-15   3.9854312478833054E-23   1.9859714080400633E-32   2.0743365911401321E-43   2.9233865321846845E-56   2.8978971594618395E-70   0.0000000000000000E+00   1.8689079976352820E-87                      ---                      ---
  61:    1.9535835507965445E+32   2.7771777903120227E+07   8.2885553558281615E+01   1.9356146863128235E+09   5.4801395697841954E+08   1.1693883070219889E+27   1.5967492268992074E+18   8.8194074290762892E-01   0.0000000000000000E+00   1.3742150818339640E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   6.2219431766330042E-12   4.9644585332189595E-01   0.0000000000000000E+00   4.9766578242388815E-01   5.8638132859500126E-03   2.4546294410818256E-05   4.6676224692175435E-09   1.6969820813089591E-15   3.9788947575690078E-23   1.9819301843251354E-32   2.0692496360788465E-43   2.9150815425828588E-56   2.8888045512073493E-70   0.0000000000000000E+00   1.8625397091739573E-87                      ---                      ---
  62:    2.0250058457133319E+32   2.8150331862616673E+07   8.4002516245323662E+01   1.9203589158999331E+09   5.4544229601360357E+08   1.1570432099273766E+27   1.5919749832314824E+18   8.8207169464887480E-01   0.0000000000000000E+00   1.3742141993400789E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   5.8681162766365386E-12   4.9644697551209760E-01   0.0000000000000000E+00   4.9766652175347098E-01   5.8619617045247005E-03   2.4536360423515154E-05   4.6636047033260785E-09   1.6949209001798074E-15   3.9723985360374748E-23   1.9779120871445836E-32   2.0641871126723930E-43   2.9067963240780283E-56   2.8796888866984399E-70   0.0000000000000000E+00   1.8561152875765197E-87                      ---                      ---
  63:    2.0978704213002423E+32   2.8529295805859201E+07   8.5120268031390140E+01   1.9050581095184829E+09   5.4285497739669991E+08   1.1446949718829883E+27   1.5871614855733734E+18   8.8220433470384163E-01   0.0000000000000000E+00   1.3742133184889987E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   5.5306123212870121E-12   4.9644809561658276E-01   0.0000000000000000E+00   4.9766725969853326E-01   5.8601135807865024E-03   2.4526438957175864E-05   4.6595993581396488E-09   1.6928652080033863E-15   3.9659192737263934E-23   1.9739026475551665E-32   2.0591306858540335E-43   2.8985007640594313E-56   2.8705171037060968E-70   0.0000000000000000E+00   1.8496115044508542E-87                      ---                      ---
  64:    2.1724303360364681E+32   2.8909964343376942E+07   8.6242616196314160E+01   1.8896636700321133E+09   5.4024358509691846E+08   1.1323050074156078E+27   1.5822927638442767E+18   8.8233912314845897E-01   0.0000000000000000E+00   1.3742124362721134E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   5.2079391481290055E-12   4.9644921746111603E-01   0.0000000000000000E+00   4.9766799877999984E-01   5.8582626014495225E-03   2.4516496623796767E-05   4.6555925057878320E-09   1.6908078850986377E-15   3.9594343757461901E-23   1.9698878213654686E-32   2.0540625068328411E-43   2.8901652965631945E-56   2.8612561489837852E-70   0.0000000000000000E+00   1.8430046067657066E-87                      ---                      ---
  65:    2.2489548773511207E+32   2.9293623917805687E+07   8.7373338007073727E+01   1.8741269767601767E+09   5.3759958923160517E+08   1.1198351526847339E+27   1.5773524920254881E+18   8.8247653859175756E-01   0.0000000000000000E+00   1.3742115497237467E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.8988049350878849E-12   4.9645034481691513E-01   0.0000000000000000E+00   4.9766874148270579E-01   5.8564025434701241E-03   2.4506500429357274E-05   4.6515705008867935E-09   1.6887419443784205E-15   3.9529216731321510E-23   1.9658538087234786E-32   2.0489649818350510E-43   2.8817605198091184E-56   2.8518725610886356E-70   0.0000000000000000E+00   1.8362700267630910E-87                      ---                      ---
  66:    2.3277324306118210E+32   2.9681567604886036E+07   8.8516223899844860E+01   1.8583989107685647E+09   5.3491425969380975E+08   1.1072473008397861E+27   1.5723238172784210E+18   8.8261708354071533E-01   0.0000000000000000E+00   1.3742106558868750E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.6020944313083883E-12   4.9645148144423923E-01   0.0000000000000000E+00   4.9766949028412555E-01   5.8545272020999375E-03   2.4496417403010692E-05   4.6475198171588622E-09   1.6866604484651642E-15   3.9463591566896666E-23   1.9617868875091915E-32   2.0438205576025356E-43   2.8732568359663697E-56   2.8423320635515238E-70   0.0000000000000000E+00   1.8293820863639669E-87                      ---                      ---
  67:    2.4090736574335975E+32   3.0075109375684846E+07   8.9675119063229133E+01   1.8424293953678989E+09   5.3217857962260896E+08   1.0945030600663599E+27   1.5671891849314813E+18   8.8276129011447202E-01   0.0000000000000000E+00   1.3742097517803751E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.3168494754602749E-12   4.9645263113404076E-01   0.0000000000000000E+00   4.9767024768182255E-01   5.8526303221416408E-03   2.4486214240915650E-05   4.6434268939012894E-09   1.6845564315509334E-15   3.9397247264650839E-23   1.9576732561428124E-32   2.0386115179348576E-43   2.8646241036755307E-56   2.8325991584000136E-70   0.0000000000000000E+00   1.8223136894526983E-87                      ---                      ---
  68:    2.4933150406163306E+32   3.0475598163302481E+07   9.0853964249974851E+01   1.8261669437223506E+09   5.2938315712717766E+08   1.0815634283685386E+27   1.5619301559787702E+18   8.8290972622754416E-01   0.0000000000000000E+00   1.3742088343670490E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.0422530465314457E-12   4.9645379774862736E-01   0.0000000000000000E+00   4.9767101622024268E-01   5.8507055308423513E-03   2.4475856956959325E-05   4.6392779886027055E-09   1.6824228241511761E-15   3.9329959508020482E-23   1.9534988820011794E-32   2.0333197863043786E-43   2.8558312949380751E-56   2.8226367107480114E-70   0.0000000000000000E+00   1.8150359954787694E-87                      ---                      ---
  69:    2.5808228614584748E+32   3.0884432047395173E+07   9.2056836670981127E+01   1.8095582065513554E+09   5.2651813374954635E+08   1.0683884803641565E+27   1.5565272136460951E+18   8.8306300237516466E-01   0.0000000000000000E+00   1.3742079005215713E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.7776161803728483E-12   4.9645498526241899E-01   0.0000000000000000E+00   4.9767179851756693E-01   5.8487462706356130E-03   2.4465310531307344E-05   4.6350590316754791E-09   1.6802523787201004E-15   3.9261498284217784E-23   1.9492493513135409E-32   2.0279267291603682E-43   2.8468461471438882E-56   2.8124055137426171E-70   0.0000000000000000E+00   1.8075180663538996E-87                      ---                      ---
  70:    2.6719976853101119E+32   3.1303072854558893E+07   9.3287991959530089E+01   1.7925475137586586E+09   5.2357308818635201E+08   1.0549370624339551E+27   1.5509595555403853E+18   8.8322177916502875E-01   0.0000000000000000E+00   1.3742069469978460E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.5223672817011284E-12   4.9645619780347006E-01   0.0000000000000000E+00   4.9767259729306412E-01   5.8467457306262578E-03   2.4454538551317623E-05   4.6307554808821951E-09   1.6780375949153712E-15   3.9191625495894420E-23   1.9449097180338874E-32   2.0224129565835067E-43   2.8376348042427255E-56   2.8018638263664319E-70   0.0000000000000000E+00   1.7997264805601104E-87                      ---                      ---
  71:    2.7672794433236437E+32   3.1733061470128357E+07   9.4551907867790518E+01   1.7750764045256300E+09   5.2053693378165126E+08   1.0411664935422019E+27   1.5452048675957591E+18   8.8338677576461755E-01   0.0000000000000000E+00   1.3742059703949247E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.2760433411040693E-12   4.9645743969680534E-01   0.0000000000000000E+00   4.9767341539563614E-01   5.8446967750841860E-03   2.4443502835936849E-05   4.6263521718088130E-09   1.6757706426650079E-15   3.9120092504590438E-23   1.9404643479630795E-32   2.0167581153831070E-43   2.8281614383062498E-56   2.7909668730568360E-70   0.0000000000000000E+00   1.7916249054377499E-87                      ---                      ---
  72:    2.8671532128046399E+32   3.2176034166406952E+07   9.5853330796512367E+01   1.7570831410175700E+09   5.1739780825573760E+08   1.0270322699985511E+27   1.5392390757250455E+18   8.8355877945459793E-01   0.0000000000000000E+00   1.3742049671209061E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.0382826912210455E-12   4.9645871551034138E-01   0.0000000000000000E+00   4.9767425583406200E-01   5.8425918676777797E-03   2.4432163037189315E-05   4.6218331618722550E-09   1.6734432817714560E-15   3.9046637565537256E-23   1.9358967555475862E-32   2.0109406711690145E-43   2.8183878449573480E-56   2.7796662962130317E-70   0.0000000000000000E+00   1.7831736197958974E-87                      ---                      ---
  73:    2.9721558158067136E+32   3.2633740273817584E+07   9.7197325721631586E+01   1.7385022014369907E+09   5.1414295406148636E+08   1.0124877734271920E+27   1.5330360705979420E+18   8.8373865651633421E-01   0.0000000000000000E+00   1.3742039333539916E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.8088189229121981E-12   4.9646003010441347E-01   0.0000000000000000E+00   4.9767512180961371E-01   5.8404229897620662E-03   2.4420476210153565E-05   4.6171815646022839E-09   1.6710467764048433E-15   3.8970983101594776E-23   1.9311894300476064E-32   2.0049376749748914E-43   2.8082730043896279E-56   2.7679095502552323E-70   0.0000000000000000E+00   1.7743289768616134E-87                      ---                      ---
