# VERSION 10104 -- Thu Aug 27 17:55:11 2009 UTC -- created by woosley on banzai.ucolick.org from file /data/woosley/banzai/u/woosley/cdef/fudgc#t8eq6
  grid    cell outer total mass        cell outer radius      cell outer velocity             cell density         cell temperature            cell pressure     cell specific energy    cell specific entropy    cell angular velocity               cell A_bar                 cell Y_e       stability   NETWORK                 neutrons                       H1                      He3                      He4                      C12                      N14                      O16                     Ne20                     Mg24                     Si28                      S32                     Ar36                     Ca40                     Ti44                     Cr48                     Fe52                     Fe54                     Ni56                     Fe56                     'Fe'
  37:    3.9585013844433089E+31   1.5530021828727933E+07   6.9786832131854046E+00   2.4333606365376353E+09   5.6673821424784636E+08   1.5882754718324569E+27   1.7397745933021284E+18   8.7005048457809853E-01   0.0000000000000000E+00   1.3734389615597252E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.5483395130762700E-12   4.9743324751837259E-01   0.0000000000000000E+00   4.9831634322550405E-01   4.2349728748290634E-03   1.5434709202466253E-05   1.6695365064917795E-09   3.5425429302861377E-16   4.1354103470954202E-24   9.1361186814993192E-34   3.2082916263794229E-45   1.0312148513114891E-58   1.8465998878899546E-73   0.0000000000000000E+00   1.6898032898170162E-91                      ---                      ---
  38:    4.3903886984728140E+31   1.6098680012940247E+07   7.2333942367216437E+00   2.4163495159916892E+09   5.6434195675505495E+08   1.5734112498668057E+27   1.7352009648613791E+18   8.7017877451678161E-01   0.0000000000000000E+00   1.3734386325123481E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.5309381071130414E-12   4.9743366647703779E-01   0.0000000000000000E+00   4.9831661928331161E-01   4.2342811866350532E-03   1.5431381745793883E-05   1.6687317983466449E-09   3.5401616149941394E-16   4.1315191954879953E-24   9.1248907463124463E-34   3.2031416541490746E-45   1.0290640567635070E-58   1.8419591996458112E-73   0.0000000000000000E+00   1.6849229008302680E-91                      ---                      ---
  39:    4.8630558330374140E+31   1.6682395347221859E+07   7.4947570482448453E+00   2.3983476735296788E+09   5.6179892037532997E+08   1.5577198175766929E+27   1.7303377795073549E+18   8.7031579964503847E-01   0.0000000000000000E+00   1.3734382870136537E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.5121974870983694E-12   4.9743410638537133E-01   0.0000000000000000E+00   4.9831690912741178E-01   4.2335549412580754E-03   1.5427875545932718E-05   1.6678936150699735E-09   3.5376784293892095E-16   4.1274744419048496E-24   9.1132493037807417E-34   3.1978229963840068E-45   1.0268527281407661E-58   1.8371967657970462E-73   0.0000000000000000E+00   1.6799186170732579E-91                      ---                      ---
  40:    5.3757843040777123E+31   1.7277087811853491E+07   7.7609350805684283E+00   2.3794609933697925E+09   5.5912283338236856E+08   1.5412998530401843E+27   1.7252096037330342E+18   8.7046097928336241E-01   0.0000000000000000E+00   1.3734379278258002E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.4922044275879726E-12   4.9743456372679340E-01   0.0000000000000000E+00   4.9831721043887089E-01   4.2327999474786621E-03   1.5424217328759305E-05   1.6670291420937199E-09   3.5351142784645616E-16   4.1233108044727705E-24   9.1012951269185286E-34   3.1923820581784758E-45   1.0246001247367355E-58   1.8323535553446815E-73   0.0000000000000000E+00   1.6748331115977622E-91                      ---                      ---
  41:    5.9270588244899706E+31   1.7878684098383415E+07   8.0300970193251047E+00   2.3598110737777309E+09   5.5632976392979729E+08   1.5242630345757757E+27   1.7198456126387123E+18   8.7061359474012812E-01   0.0000000000000000E+00   1.3734375579465016E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.4710737675769919E-12   4.9743503468468953E-01   0.0000000000000000E+00   4.9831752070172319E-01   4.2320225082844807E-03   1.5420436678904918E-05   1.6661458583574317E-09   3.5324910543577153E-16   4.1190640757579999E-24   9.0891308617442555E-34   3.1868652381044785E-45   1.0223251109203514E-58   1.8274694094072586E-73   0.0000000000000000E+00   1.6697077800173328E-91                      ---                      ---
  42:    6.5145456094108000E+31   1.8483171159834266E+07   8.3004410760572220E+00   2.3395328423495402E+09   5.5343783882066011E+08   1.5067316704536878E+27   1.7142791284039583E+18   8.7077279729389034E-01   0.0000000000000000E+00   1.3734371805142814E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.4489464580795678E-12   4.9743551526303820E-01   0.0000000000000000E+00   4.9831783728252854E-01   4.2312292215969660E-03   1.5416565128989852E-05   1.6652513022258779E-09   3.5298309637610317E-16   4.1147700461520242E-24   9.0768580428338659E-34   3.1813176679327642E-45   1.0200456996143024E-58   1.8225821544414737E-73   0.0000000000000000E+00   1.6645818591568884E-91                      ---                      ---
  43:    7.1350988737330512E+31   1.9086641271228321E+07   8.5702153718024014E+00   2.3187718744413238E+09   5.5046691541201460E+08   1.4888361021512648E+27   1.7085470603995953E+18   8.7093761906664857E-01   0.0000000000000000E+00   1.3734367987167344E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.4259865484822794E-12   4.9743600140320621E-01   0.0000000000000000E+00   4.9831815750735120E-01   4.2304267874163351E-03   1.5412635240440027E-05   1.6643528663211884E-09   3.5271559284441987E-16   4.1104635832686764E-24   9.0645746278161444E-34   3.1757822349866696E-45   1.0177787285538601E-58   1.8177269953918155E-73   0.0000000000000000E+00   1.6594918301962325E-91                      ---                      ---
  44:    7.7847971902777501E+31   1.9685330914385058E+07   8.8377354602450797E+00   2.2976814763275118E+09   5.4743821225569248E+08   1.4707119512483160E+27   1.7026892827707397E+18   8.7110698690295052E-01   0.0000000000000000E+00   1.3734364157052129E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.4023771394120838E-12   4.9743648909257715E-01   0.0000000000000000E+00   4.9831847873330443E-01   4.2296218285402080E-03   1.5408679711318438E-05   1.6634576258164558E-09   3.5244870719558526E-16   4.1061778787970014E-24   9.0523730550257901E-34   3.1702988668476558E-45   1.0155396496714727E-58   1.8129361378114043E-73   0.0000000000000000E+00   1.6544710505970535E-91                      ---                      ---
  45:    8.4590098686623695E+31   2.0275655320217699E+07   9.1013998067790070E+00   2.2764196045807619E+09   5.4437390554996848E+08   1.4524972863023413E+27   1.6967478707292196E+18   8.7127973922633406E-01   0.0000000000000000E+00   1.3734360345258429E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.3783158826990437E-12   4.9743697445240087E-01   0.0000000000000000E+00   4.9831879840635795E-01   4.2288207456655921E-03   1.5404730618118360E-05   1.6625722182143968E-09   3.5218443476820439E-16   4.1019439400279092E-24   9.0403390159446605E-34   3.1649041435751157E-45   1.0133424487068272E-58   1.8082386711883983E-73   0.0000000000000000E+00   1.6495496487691291E-91                      ---                      ---
  46:    9.1524919059324317E+31   2.0854239938943502E+07   9.3597037896541373E+00   2.2551457020049515E+09   5.4129670086848199E+08   1.4343297901943373E+27   1.6907663567322296E+18   8.7145464578815679E-01   0.0000000000000000E+00   1.3734356580555346E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.3540094573844232E-12   4.9743745381928195E-01   0.0000000000000000E+00   4.9831911411491753E-01   4.2280295830542615E-03   1.5400818682702897E-05   1.6617027421833734E-09   3.5192462145551445E-16   4.0977901641087065E-24   9.0285504569312972E-34   3.1596310020593030E-45   1.0111995921151556E-58   1.8036604926326554E-73   0.0000000000000000E+00   1.6447544517738017E-91                      ---                      ---
  47:    9.8595044599930061E+31   2.1417949559336405E+07   9.6112525473729171E+00   2.2340175365798750E+09   5.3822939046812737E+08   1.4163440092543378E+27   1.6847888775983260E+18   8.7163042994339879E-01   0.0000000000000000E+00   1.3734352889564063E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.3296680750974169E-12   4.9743792380323482E-01   0.0000000000000000E+00   4.9831942362794179E-01   4.2272539329197920E-03   1.5396972712328978E-05   1.6608547012721223E-09   3.5167094410021429E-16   4.0937421149791624E-24   9.0170771345762426E-34   3.1545086670154440E-45   1.0091220526211776E-58   1.7992243829128196E-73   0.0000000000000000E+00   1.6401090659472511E-91                      ---                      ---
  48:    1.0573956320148394E+32   2.1963915314773522E+07   9.8547727846514057E+00   2.2131881321851206E+09   5.3519440830465871E+08   1.3986687623949916E+27   1.6788593206999135E+18   8.7180579300438688E-01   0.0000000000000000E+00   1.3734349296413766E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.3054998947319110E-12   4.9743838133151330E-01   0.0000000000000000E+00   4.9831972492367693E-01   4.2264988633162184E-03   1.5393219148188542E-05   1.6600329708463126E-09   3.5142489763302237E-16   4.0898223981260992E-24   9.0059804154085082E-34   3.1495626635033279E-45   1.0071193530493689E-58   1.7949501090011953E-73   0.0000000000000000E+00   1.6356339810562758E-91                      ---                      ---
  49:    1.1289560604909510E+32   2.2489559421034127E+07   1.0089123477213834E+01   2.1928028779307008E+09   5.3221339536965638E+08   1.3814247815185591E+27   1.6730204658061233E+18   8.7197944002747607E-01   0.0000000000000000E+00   1.3734345822510408E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.2817057033754320E-12   4.9743882367808179E-01   0.0000000000000000E+00   4.9832001620893401E-01   4.2257688697215140E-03   1.5389581732333730E-05   1.6592417851866344E-09   3.5118778835980139E-16   4.0860506194080553E-24   8.9953132769542714E-34   3.1448148905639149E-45   1.0051996210858416E-58   1.7908545411377959E-73   0.0000000000000000E+00   1.6313466875576738E-91                      ---                      ---
  50:    1.1999999999999980E+32   2.2992617197398931E+07   1.0313305289730867E+01   2.1729968967757921E+09   5.2930678813769138E+08   1.3647226441359330E+27   1.6673131507245732E+18   8.7215010625432321E-01   0.0000000000000000E+00   1.3734342486398676E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.2584740844723559E-12   4.9743924848120979E-01   0.0000000000000000E+00   4.9832029593055210E-01   4.2250678462084166E-03   1.5386081279736222E-05   1.6584847383522823E-09   3.5096073171959367E-16   4.0824433994458689E-24   8.9851204301876912E-34   3.1402837224389655E-45   1.0033696434898093E-58   1.7869517632250329E-73   0.0000000000000000E+00   1.6272617863194366E-91                      ---                      ---
  51:    1.2699093329921292E+32   2.3471155729097106E+07   1.0526468438148841E+01   2.1538927442182555E+09   5.2649344241052461E+08   1.3486610462717586E+27   1.6617754875348344E+18   8.7231658332565964E-01   0.0000000000000000E+00   1.3734339303700443E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.2359772661541257E-12   4.9743965375132815E-01   0.0000000000000000E+00   4.9832056278046516E-01   4.2243990726565468E-03   1.5382735542627256E-05   1.6577647943213821E-09   3.5074465330681041E-16   4.0790144246910306E-24   8.9754385140805396E-34   3.1359841196680297E-45   1.0016349152542071E-58   1.7832531696116540E-73   0.0000000000000000E+00   1.6233910845143217E-91                      ---                      ---
  52:    1.3389094018350411E+32   2.3928908146455970E+07   1.0730286840314662E+01   2.1354905318749774E+09   5.2377432420333862E+08   1.3332350781141139E+27   1.6564105902595515E+18   8.7247870046709275E-01   0.0000000000000000E+00   1.3734336269184910E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.2142393452873078E-12   4.9744004015416410E-01   0.0000000000000000E+00   4.9832081719889498E-01   4.2237614473654176E-03   1.5379540274247849E-05   1.6570802586714499E-09   3.5053907761473034E-16   4.0757552658523024E-24   8.9662419949447887E-34   3.1319036324138857E-45   9.9998996393513992E-59   1.7797468317251879E-73   0.0000000000000000E+00   1.6197220000897649E-91                      ---                      ---
  53:    1.4072171717118605E+32   2.4369046227081340E+07   1.0926181773608848E+01   2.1176871088392270E+09   5.2113504955275100E+08   1.3183537748850660E+27   1.6511911767975245E+18   8.7263721225490043E-01   0.0000000000000000E+00   1.3734333361461758E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.1931585457538847E-12   4.9744041041319031E-01   0.0000000000000000E+00   4.9832106098059364E-01   4.2231504736156590E-03   1.5376473974528852E-05   1.6564259002957131E-09   3.5034246038432676E-16   4.0726407458150946E-24   8.9574584836975645E-34   3.1280092900273758E-45   9.9842115826841164E-59   1.7764034997047596E-73   0.0000000000000000E+00   1.6162238509946259E-91                      ---                      ---
  54:    1.4750432780659248E+32   2.4794304725967374E+07   1.1115377786310523E+01   2.1003913815631516E+09   5.1856281868152028E+08   1.3039372965481135E+27   1.6460928296056753E+18   8.7279280343516585E-01   0.0000000000000000E+00   1.3734330562028754E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.1726430069041236E-12   4.9744076688418842E-01   0.0000000000000000E+00   4.9832129567786743E-01   4.2225622620165664E-03   1.5373517950777035E-05   1.6557972385756385E-09   3.5015347649182259E-16   4.0696493358120470E-24   8.9490262341544754E-34   3.1242730705238040E-45   9.9691695517634522E-59   1.7731984307785665E-73   0.0000000000000000E+00   1.6128706927784414E-91                      ---                      ---
  55:    1.5425939774471797E+32   2.5207074672137003E+07   1.1298944639403684E+01   2.0835219116955106E+09   5.1604609408823305E+08   1.2899147380070879E+27   1.6410934029313656E+18   8.7294610427238895E-01   0.0000000000000000E+00   1.3734327854696128E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.1526091025394602E-12   4.9744111162852545E-01   0.0000000000000000E+00   4.9832152264890595E-01   4.2219934094511391E-03   1.5370655767711482E-05   1.6551903880200487E-09   3.4997097483769613E-16   4.0667623940702369E-24   8.9408918994683447E-34   3.1206708414950804E-45   9.9546744581959666E-59   1.7701104047545088E-73   0.0000000000000000E+00   1.6096402821601144E-91                      ---                      ---
  56:    1.6100730319096502E+32   2.5609474847148426E+07   1.1477829424427558E+01   2.0670050220070577E+09   5.1357434520640296E+08   1.2762224101380104E+27   1.6361725485298207E+18   8.7309770294102707E-01   0.0000000000000000E+00   1.3734325225136780E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.1329800521438664E-12   4.9744144647042399E-01   0.0000000000000000E+00   4.9832174309555083E-01   4.2214409044687160E-03   1.5367872814865122E-05   1.6546019385308191E-09   3.4979394351810659E-16   4.0639635809929558E-24   8.9330088154677799E-34   3.1171815544297514E-45   9.9406401236912650E-59   1.7671209812118116E-73   0.0000000000000000E+00   1.6065132956640103E-91                      ---                      ---
  57:    1.6776835556955623E+32   2.6003407623872489E+07   1.1652881639708864E+01   2.0507732741278057E+09   5.1113784160748637E+08   1.2628024661088727E+27   1.6313113303241864E+18   8.7324815579407089E-01   0.0000000000000000E+00   1.3734322660528402E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.1136847517839053E-12   4.9744177304252213E-01   0.0000000000000000E+00   4.9832195809333801E-01   4.2209020520302936E-03   1.5365155960201923E-05   1.6540288614540779E-09   3.4962148244419645E-16   4.0612384016676362E-24   8.9253356626795830E-34   3.1137866201731350E-45   9.9269906345153530E-59   1.7642139280303692E-73   0.0000000000000000E+00   1.6034727289010857E-91                      ---                      ---
  58:    1.7456298521421902E+32   2.6390603411288794E+07   1.1824873132809772E+01   2.0347642224986639E+09   5.0872748206745958E+08   1.2496017850215114E+27   1.6264919028264717E+18   8.7339799609891045E-01   0.0000000000000000E+00   1.3734320149265573E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0946567854749787E-12   4.9744209282252783E-01   0.0000000000000000E+00   4.9832216861566625E-01   4.2203744129663988E-03   1.5362493269721347E-05   1.6534684349463683E-09   3.4945278154958051E-16   4.0585738433960805E-24   8.9178354097915319E-34   3.1104694181847777E-45   9.9136582732845925E-59   1.7613747753634754E-73   0.0000000000000000E+00   1.6005034279937821E-91                      ---                      ---
  59:    1.8141192685407427E+32   2.6772656689418867E+07   1.1994514253421073E+01   2.0189193759282553E+09   5.0633465038170511E+08   1.2365710498814305E+27   1.6216972377556250E+18   8.7354774167106775E-01   0.0000000000000000E+00   1.3734317680723171E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0758335673614205E-12   4.9744240716334059E-01   0.0000000000000000E+00   4.9832237555365522E-01   4.2198557542279741E-03   1.5359873775497794E-05   1.6529181834407164E-09   3.4928710307787175E-16   4.0559580824513522E-24   8.9104744617500507E-34   3.1072149027676705E-45   9.9005818676551557E-59   1.7585904600650499E-73   0.0000000000000000E+00   1.5975917162396834E-91                      ---                      ---
  60:    1.8833640970564785E+32   2.7151055776355702E+07   1.2162467178191497E+01   2.0031833164733226E+09   5.0395109118009037E+08   1.2236639738929761E+27   1.6169108826357268E+18   8.7369790172618922E-01   0.0000000000000000E+00   1.3734315245065233E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0571556368646219E-12   4.9744271731738909E-01   0.0000000000000000E+00   4.9832257973218952E-01   4.2193440086941659E-03   1.5357287287495726E-05   1.6523758291710706E-09   3.4912376737944007E-16   4.0533802496932400E-24   8.9032219804727768E-34   3.1040092901926957E-45   9.8877054830550153E-59   1.7558490445283846E-73   0.0000000000000000E+00   1.5947250990373314E-91                      ---                      ---
  61:    1.9535835507965445E+32   2.7527207896192808E+07   1.2329357113108133E+01   1.9875029380506003E+09   5.0156880071605474E+08   1.2108366408770505E+27   1.6121167528365023E+18   8.7384898320813498E-01   0.0000000000000000E+00   1.3734312833075856E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0385659782208058E-12   4.9744302445815758E-01   0.0000000000000000E+00   4.9832278192410712E-01   4.2188372396251960E-03   1.5354724225491985E-05   1.6518392500310051E-09   3.4896214052540272E-16   4.0508302273857386E-24   8.8960492983955610E-34   3.1008397901368920E-45   9.8749773069137370E-59   1.7531394771075984E-73   0.0000000000000000E+00   1.5918920126139162E-91                      ---                      ---
  62:    2.0250058457133319E+32   2.7902460720081035E+07   1.2495781899338116E+01   1.9718267761339855E+09   4.9917992867380428E+08   1.1980469339602784E+27   1.6072989315441600E+18   8.7400149679011419E-01   0.0000000000000000E+00   1.3734310436019475E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0200094565156464E-12   4.9744332969797811E-01   0.0000000000000000E+00   4.9832298286192572E-01   4.2183336112833654E-03   1.5352175479613497E-05   1.6513064450209202E-09   3.4880162413912918E-16   4.0482984828779740E-24   8.8889294394366165E-34   3.0976943869853742E-45   9.8623487429088149E-59   1.7504513978351093E-73   0.0000000000000000E+00   1.5890816203543767E-91                      ---                      ---
  63:    2.0978704213002423E+32   2.8278121274531718E+07   1.2662320422917261E+01   1.9561044062965140E+09   4.9677668792093843E+08   1.1852540327048149E+27   1.6024414901104561E+18   8.7415596272137397E-01   0.0000000000000000E+00   1.3734308045517881E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.0014323032981468E-12   4.9744363410368792E-01   0.0000000000000000E+00   4.9832318324816072E-01   4.2178313630808839E-03   1.5349632286812482E-05   1.6507755663401244E-09   3.4864164657015203E-16   4.0457759243711349E-24   8.8818367048327205E-34   3.0945616515542435E-45   9.8497736344772831E-59   1.7477749720848542E-73   0.0000000000000000E+00   1.5862836385313874E-91                      ---                      ---
  64:    2.1724303360364681E+32   2.8655472914132919E+07   1.2829540140581262E+01   1.9402858939989336E+09   4.9435126969125497E+08   1.1724179632534488E+27   1.5975283127400763E+18   8.7431291666988997E-01   0.0000000000000000E+00   1.3734305653440714E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.9827816488160516E-12   4.9744393871057380E-01   0.0000000000000000E+00   4.9832338376451335E-01   4.2173287865587359E-03   1.5347086119986492E-05   1.6502447593462241E-09   3.4848165501237954E-16   4.0432537742187134E-24   8.8747463103709925E-34   3.0914305768332469E-45   9.8372075900457098E-59   1.7451007462108245E-73   0.0000000000000000E+00   1.5834881851561284E-91                      ---                      ---
  65:    2.2489548773511207E+32   2.9035790915666625E+07   1.2998003968957972E+01   1.9243212814416847E+09   4.9189576210213304E+08   1.1594991893538282E+27   1.5925429234892572E+18   8.7447291569889263E-01   0.0000000000000000E+00   1.3734303251806040E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.9640050939374433E-12   4.9744424453502878E-01   0.0000000000000000E+00   4.9832358508020946E-01   4.2168242044922141E-03   1.5344528586866742E-05   1.6497122123365729E-09   3.4832110851940788E-16   4.0407234554562992E-24   8.8676340624035264E-34   3.0882904318552264E-45   9.8246073850095647E-59   1.7424195197728943E-73   0.0000000000000000E+00   1.5806856462916468E-91                      ---                      ---
  66:    2.3277324306118210E+32   2.9420357151040591E+07   1.3168276740931024E+01   1.9081600998227203E+09   4.8940207020089191E+08   1.1464582346155811E+27   1.5874683156103862E+18   8.7463654450938977E-01   0.0000000000000000E+00   1.3734300832689692E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.9450503270783368E-12   4.9744455258609588E-01   0.0000000000000000E+00   4.9832378785960380E-01   4.2163159518353952E-03   1.5341951337235396E-05   1.6491761347129215E-09   3.4815947164986661E-16   4.0381764895427940E-24   8.8604760666240962E-34   3.0851306308013896E-45   9.8119304279216167E-59   1.7397222316305581E-73   0.0000000000000000E+00   1.5778665569696286E-91                      ---                      ---
  67:    2.4090736574335975E+32   2.9810474226649445E+07   1.3340931399287616E+01   1.8917508972456448E+09   4.8686183594572198E+08   1.1332553282930342E+27   1.5822867734236859E+18   8.7480442208463194E-01   0.0000000000000000E+00   1.3734298388137866E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.9258647573217597E-12   4.9744486387660325E-01   0.0000000000000000E+00   4.9832399276951500E-01   4.2158023573416487E-03   1.5339345972841305E-05   1.6486347362430645E-09   3.4799620839593169E-16   4.0356043990621327E-24   8.8532484517717490E-34   3.0819406092997443E-45   9.7991342579461885E-59   1.7369998528606322E-73   0.0000000000000000E+00   1.5750214893383644E-91                      ---                      ---
  68:    2.4933150406163306E+32   3.0207479429476190E+07   1.3516555076859532E+01   1.8750407739581003E+09   4.8426635664587730E+08   1.1198500684254164E+27   1.5769796887296461E+18   8.7497720887602415E-01   0.0000000000000000E+00   1.3734295910083985E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.9063951864073939E-12   4.9744517943374078E-01   0.0000000000000000E+00   4.9832420048619108E-01   4.2152817261074263E-03   1.5336703961419000E-05   1.6480862075971612E-09   3.4783077646040230E-16   4.0329986163182746E-24   8.8459271106959454E-34   3.0787097088713964E-45   9.7861760769368612E-59   1.7342432871924609E-73   0.0000000000000000E+00   1.5721409487632795E-91                      ---                      ---
  69:    2.5808228614584748E+32   3.0612758790595118E+07   1.3695755197619084E+01   1.8579749177129591E+09   4.8160650047646827E+08   1.1062010974439114E+27   1.5715273657248082E+18   8.7515561468352876E-01   0.0000000000000000E+00   1.3734293390266524E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.8865875051195768E-12   4.9744550030953150E-01   0.0000000000000000E+00   4.9832441170220593E-01   4.2147523222893137E-03   1.5334016551127364E-05   1.6475287013052995E-09   3.4766262163394505E-16   4.0303503938366580E-24   8.8384874474432927E-34   3.0754270644318707E-45   9.7730122953697163E-59   1.7314432745298262E-73   0.0000000000000000E+00   1.5692152732497817E-91                      ---                      ---
  70:    2.6719976853101119E+32   3.1027761561612312E+07   1.3879165724991767E+01   1.8404961329199417E+09   4.7887261770905876E+08   1.0922657864567133E+27   1.5659088110290132E+18   8.7534040739983388E-01   0.0000000000000000E+00   1.3734290820146272E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.8663864181479897E-12   4.9744582759136258E-01   0.0000000000000000E+00   4.9832462713339337E-01   4.2142123517262984E-03   1.5331274684139898E-05   1.6469603128079661E-09   3.4749117218026451E-16   4.0276507152671711E-24   8.8309041260441438E-34   3.0720814928799618E-45   9.7595980840144503E-59   1.7285902958287143E-73   0.0000000000000000E+00   1.5662345343847829E-91                      ---                      ---
  71:    2.7672794433236437E+32   3.1454015397137836E+07   1.4067453681681330E+01   1.8225443579785490E+09   4.7605444630112654E+08   1.0779999254359950E+27   1.5601015054983575E+18   8.7553242281238308E-01   0.0000000000000000E+00   1.3734288190821262E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.8457351975858575E-12   4.9744616241282114E-01   0.0000000000000000E+00   4.9832484752598250E-01   4.2136599440572879E-03   1.5328468907377824E-05   1.6463790611337178E-09   3.4731583309401236E-16   4.0248902045230403E-24   8.8231508148541941E-34   3.0686613800223915E-45   9.7458869201647700E-59   1.7256744769557569E-73   0.0000000000000000E+00   1.5631884373242576E-91                      ---                      ---
  72:    2.8671532128046399E+32   3.1893142545798276E+07   1.4261326067216244E+01   1.8040561658126369E+09   4.7314101044812608E+08   1.0633574175177146E+27   1.5540811536771369E+18   8.7573257568479623E-01   0.0000000000000000E+00   1.3734285492938435E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.8245754762705378E-12   4.9744650596494239E-01   0.0000000000000000E+00   4.9832507366400303E-01   4.2130931341607964E-03   1.5325589279564106E-05   1.6457828689972067E-09   3.4713598017324543E-16   4.0220590322154789E-24   8.8151999237756924E-34   3.0651545646299054E-45   9.7318301235230130E-59   1.7226854904929790E-73   0.0000000000000000E+00   1.5600662187596101E-91                      ---                      ---
  73:    2.9721558158067136E+32   3.2346877373627927E+07   1.4461537306978341E+01   1.7849642432310605E+09   4.7012051064154309E+08   1.0482899766592943E+27   1.5478214059931343E+18   8.7594187238057164E-01   0.0000000000000000E+00   1.3734282716599532E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.8028470818764258E-12   4.9744685950818973E-01   0.0000000000000000E+00   4.9832530637717304E-01   4.2125098423862603E-03   1.5322625271948381E-05   1.6451695417418404E-09   3.4695095373621320E-16   4.0191468166907519E-24   8.8070223267818178E-34   3.0615482162721837E-45   9.7173763682797465E-59   1.7196124526415754E-73   0.0000000000000000E+00   1.5568565399065461E-91                      ---                      ---
